Date,Subscribers,"Subscribers gained","Subscribers lost","Card clicks","Cards shown","Clicks per card shown","Card teaser clicks","Card teasers shown","Clicks per card teaser shown","End screen elements shown","End screen element clicks","Clicks per end screen element shown","Estimated partner revenue usd","Estimated partner ad revenue usd","Estimated partner adsense revenue usd","Estimated partner doubleclick revenue usd","Partner transaction revenue usd",Transactions,"Partner revenue per transaction usd","Estimated monetized playbacks","Playback based cpm usd","Ad impressions","Cpm usd","Youtube ad revenue usd","Youtube red watch time (minutes)","Youtube red views","Youtube red partner revenue usd","Youtube red watch time (hours)","Annotation clicks","Clickable annotations shown","Annotation click through rate","Annotation closes","Closable annotations shown","Annotation close rate","Annotations shown","Videos published","Videos added",Likes,"Likes added","Likes removed",Dislikes,"Dislikes added","Dislikes removed",Shares,Comments,"Videos in playlists","Videos added to playlists","Videos removed from playlists","Watch time (minutes)",Views,"Average view duration","Average percentage viewed","Watch time (hours)"
2016-08-29,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,14,0.00,0,0,0.00,14,,,0,0,0,0,0,0,0,0,0,0,0,184,21,8.8,14.04,3
2016-08-30,-1,0,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,33,0.00,0,0,0.00,33,,,0,0,0,0,0,0,1,0,0,0,0,477,38,12.5,19.53,8
2016-08-31,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,31,0.00,0,0,0.00,31,,,0,0,0,0,0,0,0,0,0,0,0,559,33,16.9,26.89,9
2016-09-01,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,32,0.00,0,0,0.00,32,,,0,0,0,0,0,0,0,0,0,0,0,325,36,9.0,14.04,5
2016-09-02,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,24,0.00,0,0,0.00,24,,,0,0,0,0,0,0,0,0,0,0,0,152,31,4.9,7.49,3
2016-09-03,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,7,0.00,0,0,0.00,7,,,1,1,0,0,0,0,0,0,0,0,0,97,10,9.7,15.39,2
2016-09-04,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,20,0.00,0,0,0.00,20,,,0,0,0,0,0,0,1,0,2,2,0,243,30,8.1,13.07,4
2016-09-05,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,75,3,0.00,1,0,12,0.00,0,0,0.00,12,,,0,0,0,0,0,0,0,0,0,0,0,202,19,10.6,16.28,3
2016-09-06,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0.00,0,0,32,0.00,0,0,0.00,32,,,0,0,0,0,0,0,0,0,0,1,1,214,35,6.1,9.48,4
2016-09-07,3,3,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,27,0.00,0,0,0.00,27,,,2,2,0,0,0,0,1,0,1,1,0,482,35,13.8,21.56,8
2016-09-08,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,22,0.00,0,0,0.00,22,,,0,0,0,0,0,0,0,0,0,0,0,162,28,5.8,9.44,3
2016-09-09,3,3,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,25,0.00,0,0,0.00,25,,,0,0,0,0,0,0,0,0,2,2,0,284,28,10.1,16.03,5
2016-09-10,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,29,0.00,0,0,0.00,29,,,0,0,0,0,0,0,0,0,0,0,0,194,38,5.1,8.24,3
2016-09-11,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,11,0.00,0,0,0.00,11,,,0,0,0,0,0,0,0,0,1,2,1,258,13,19.8,31.27,4
2016-09-12,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,32,0.00,0,0,0.00,32,,,0,0,0,0,0,0,0,0,1,1,0,323,38,8.5,13.13,5
2016-09-13,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,24,0.00,0,0,0.00,24,,,0,0,0,0,0,0,0,0,2,2,0,165,27,6.1,9.72,3
2016-09-14,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,18,0.00,0,0,0.00,18,,,0,0,0,0,0,0,0,0,3,3,0,119,27,4.4,6.94,2
2016-09-15,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,43,2.33,0,0,0.00,43,,,0,0,0,0,0,0,0,0,0,0,0,371,49,7.6,11.86,6
2016-09-16,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,23,0.00,0,0,0.00,23,,,0,0,0,0,0,0,0,0,0,0,0,188,24,7.8,12.30,3
2016-09-17,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,24,0.00,0,0,0.00,24,,,1,1,0,0,0,0,0,0,0,0,0,118,27,4.4,6.66,2
2016-09-18,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,13,0.00,0,0,0.00,13,,,0,0,0,0,0,0,0,0,1,1,0,203,17,11.9,19.14,3
2016-09-19,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,28,0.00,0,0,0.00,28,,,0,0,0,0,0,0,0,0,1,1,0,345,34,10.2,15.82,6
2016-09-20,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,25,0.00,0,0,0.00,25,,,0,0,0,0,0,0,0,0,1,1,0,378,30,12.6,18.92,6
2016-09-21,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,21,0.00,0,0,0.00,21,,,0,0,0,0,0,0,0,0,0,0,0,297,28,10.6,16.78,5
2016-09-22,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,47,0.00,0,0,0.00,47,,,0,0,0,0,0,0,0,0,0,0,0,496,52,9.5,15.06,8
2016-09-23,3,3,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,18,0.00,0,0,0.00,18,,,0,0,0,0,0,0,0,0,0,0,0,108,22,4.9,7.72,2
2016-09-24,-1,0,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,24,0.00,0,0,0.00,24,,,0,0,0,0,0,0,0,0,-2,0,2,56,28,2.0,3.16,1
2016-09-25,-1,0,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,25,0.00,0,0,0.00,25,,,0,0,0,0,0,0,0,0,0,0,0,178,28,6.4,10.00,3
2016-09-26,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,9,0.00,0,0,0.00,9,,,0,0,0,0,0,0,0,0,1,1,0,129,14,9.2,13.95,2
2016-09-27,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,30,0.00,0,0,0.00,30,,,1,1,0,0,0,0,6,0,0,0,0,253,36,7.0,11.01,4
2016-09-28,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,46,1,0.00,1,0,21,0.00,0,0,0.00,21,,,0,0,0,0,0,0,0,0,0,0,0,352,32,11.0,16.53,6
2016-09-29,5,5,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,28,1,0.00,0,0,32,0.00,0,0,0.00,32,,,0,0,0,0,0,0,0,0,0,0,0,328,36,9.1,14.44,5
2016-09-30,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,23,0.00,0,0,0.00,23,,,0,0,0,0,0,0,0,0,0,0,0,242,29,8.4,13.50,4
2016-10-01,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0.00,0,0,17,0.00,0,0,0.00,17,,,0,0,0,0,0,0,0,0,0,0,0,256,24,10.7,17.40,4
2016-10-02,1,2,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,9,0.00,0,0,0.00,9,,,0,0,0,0,0,0,0,0,0,0,0,351,26,13.5,20.93,6
2016-10-03,2,3,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,2,1,0.00,0,0,38,0.00,0,0,0.00,38,0,1,1,1,0,0,0,0,0,0,0,1,1,507,58,8.7,16.00,8
2016-10-04,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,53,0.00,0,0,0.00,53,0,5,1,1,0,0,0,0,2,0,0,0,0,602,69,8.7,13.83,10
2016-10-05,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,44,0.00,0,0,0.00,44,0,7,0,0,0,0,0,0,0,0,1,2,1,279,49,5.7,9.54,5
2016-10-06,4,4,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,74,0.00,2,2,100.00,74,1,2,1,1,0,0,0,0,1,0,8,8,0,1420,93,15.3,19.95,24
2016-10-07,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,26,0.00,0,0,0.00,26,,,0,0,0,0,0,0,1,0,0,1,1,305,35,8.7,13.68,5
2016-10-08,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,13,0.00,0,0,0.00,13,,,0,0,0,0,0,0,0,0,0,0,0,134,19,7.1,10.67,2
2016-10-09,4,4,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,19,0.00,0,0,0.00,19,,,0,0,0,0,0,0,0,0,2,2,0,203,31,6.6,10.01,3
2016-10-10,9,9,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,50,4,0.00,1,0,124,0.00,0,0,0.00,124,1,3,4,4,0,0,0,0,2,0,53,53,0,2758,166,16.6,11.71,46
2016-10-11,4,4,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,129,0.00,0,0,0.00,129,0,2,1,1,0,0,0,0,0,0,2,2,0,1457,135,10.8,27.33,24
2016-10-12,4,5,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,128,0.00,0,0,0.00,128,5,5,3,3,0,0,0,0,4,0,11,12,1,653,211,3.1,7.47,11
2016-10-13,1,2,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,140,0.00,1,16,6.25,140,1,2,4,4,0,0,0,0,1,0,3,3,0,902,141,6.4,12.55,15
2016-10-14,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,1,0.00,0,0,87,0.00,0,0,0.00,87,,,1,1,0,0,0,0,1,0,1,1,0,753,109,6.9,15.45,13
2016-10-15,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,26,0.00,0,0,0.00,26,,,2,2,0,0,0,0,0,0,0,0,0,144,34,4.2,9.71,2
2016-10-16,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,28,0.00,0,0,0.00,28,,,0,0,0,0,0,0,0,0,1,1,0,262,33,7.9,16.39,4
2016-10-17,7,7,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,3,229,1.31,0,32,0.00,229,1,1,6,6,0,0,0,0,1,0,7,9,2,3517,245,14.4,7.60,59
2016-10-18,3,3,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,1,1,0.00,0,1,124,0.81,3,11,27.27,124,1,1,0,0,0,0,0,0,0,0,2,2,0,1421,139,10.2,12.84,24
2016-10-19,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,89,3,0.00,1,0,91,0.00,0,0,0.00,91,0,3,0,0,0,0,0,0,1,0,2,2,0,726,117,6.2,12.57,12
2016-10-20,4,4,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,61,0.00,2,4,50.00,61,1,2,0,0,0,0,0,0,0,0,277,277,0,644,67,9.6,12.00,11
2016-10-21,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,117,0.00,0,0,0.00,117,3,5,0,0,0,0,0,0,1,0,5,5,0,661,145,4.6,8.90,11
2016-10-22,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,54,0.00,0,0,0.00,54,,,1,1,0,0,0,0,1,1,2,2,0,358,79,4.5,9.95,6
2016-10-23,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,56,0.00,0,0,0.00,56,,,0,0,0,0,0,0,0,0,1,1,0,433,74,5.9,11.66,7
2016-10-24,3,4,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,1,2,0.00,0,0,215,0.00,0,13,0.00,215,8,5,3,3,0,0,1,1,8,0,12,12,0,1051,282,3.7,8.10,18
2016-10-25,4,4,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,2,1,0.00,0,0,107,0.00,0,0,0.00,107,1,0,0,0,0,0,0,0,0,0,4,4,0,687,130,5.3,8.21,11
2016-10-26,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,130,0.00,0,0,0.00,130,1,2,2,2,0,0,0,0,1,0,7,7,0,941,155,6.1,8.14,16
2016-10-27,5,5,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,3,2,0.00,0,0,142,0.00,0,0,0.00,142,1,2,1,1,0,0,0,0,0,0,2,2,0,1190,180,6.6,9.27,20
2016-10-28,0,0,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,1,1,0.00,0,0,120,0.00,0,0,0.00,120,0,4,0,0,0,0,0,0,0,0,2,2,0,1189,145,8.2,14.16,20
2016-10-29,0,1,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,48,0.00,0,0,0.00,48,,,1,1,0,0,0,0,0,0,1,1,0,276,55,5.0,8.79,5
2016-10-30,4,4,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,62,0.00,0,0,0.00,62,,,1,1,0,0,0,0,0,0,2,2,0,325,75,4.3,9.42,5
2016-10-31,2,3,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,184,0.54,6,23,26.09,184,1,4,1,1,0,0,0,0,1,0,2,4,2,2049,203,10.1,10.79,34
2016-11-01,-1,0,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,89,0.00,0,0,0.00,89,0,1,0,0,0,0,0,0,0,0,1,1,0,464,109,4.3,6.64,8
2016-11-02,10,10,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,179,0.00,4,19,21.05,179,1,1,4,4,0,0,0,0,2,0,5,6,1,5912,242,24.4,15.88,99
2016-11-03,5,6,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,1,150,0.67,4,16,25.00,150,1,3,2,2,0,0,0,0,1,0,4,4,0,1388,172,8.1,10.75,23
2016-11-04,7,7,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,86,0.00,0,0,0.00,86,2,2,0,0,0,0,0,0,1,0,9,9,0,746,115,6.5,9.82,12
2016-11-05,8,8,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,34,3,0.00,1,0,212,0.00,0,0,0.00,212,,,3,3,0,0,0,0,1,2,5,5,0,2679,313,8.6,14.28,45
2016-11-06,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,1,1,0.00,0,0,89,0.00,0,0,0.00,89,,,1,1,0,0,0,0,1,0,-1,0,1,971,130,7.5,11.97,16
2016-11-07,4,4,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,232,0.00,3,30,10.00,232,1,2,2,2,0,0,0,0,0,0,1,1,0,2258,263,8.6,9.25,38
2016-11-08,3,3,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,2,0.00,0,0,118,0.00,1,10,10.00,118,1,2,1,1,0,0,0,0,1,0,4,5,1,1230,142,8.7,12.29,20
2016-11-09,4,4,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,114,0.00,0,0,0.00,114,1,0,0,0,0,0,0,0,1,0,15,15,0,1040,138,7.5,11.12,17
2016-11-10,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,155,0.00,1,7,14.29,155,1,4,1,1,0,0,0,0,0,0,0,2,2,1754,201,8.7,12.18,29
2016-11-11,4,4,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,97,0.00,0,0,0.00,97,11,9,5,5,0,1,1,0,31,1,15,18,3,586,222,2.6,4.37,10
2016-11-12,1,1,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,84,0.00,0,0,0.00,84,,,1,1,0,0,0,0,1,0,3,3,0,628,97,6.5,10.00,10
2016-11-13,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,40,0.00,0,0,0.00,40,,,2,2,0,0,0,0,0,0,3,3,0,510,74,6.9,10.67,9
2016-11-14,8,9,1,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,2,365,0.55,17,63,26.98,365,2,4,2,2,0,0,0,0,2,2,4,5,1,2691,397,6.8,9.30,45
2016-11-15,8,8,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,2,235,0.85,3,10,30.00,235,1,1,4,4,0,0,0,0,3,0,6,7,1,2232,324,6.9,14.19,37
2016-11-16,4,4,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,135,0.00,0,0,0.00,135,0,3,1,1,0,0,0,0,1,0,1,2,1,1288,202,6.4,13.79,21
2016-11-17,4,4,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,2,149,1.34,6,23,26.09,149,1,1,1,1,0,0,0,0,3,0,5,6,1,1362,206,6.6,7.30,23
2016-11-18,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,17,1,0.00,0,0,117,0.00,0,0,0.00,117,0,1,1,1,0,0,0,0,1,0,8,8,0,810,165,4.9,9.19,14
2016-11-19,3,3,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,12,1,0.00,0,0,62,0.00,0,0,0.00,62,,,1,1,0,0,0,0,0,2,1,1,0,441,80,5.5,8.74,7
2016-11-20,2,2,0,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0,0,0.00,0,0,44,0.00,0,0,0.00,44,,,0,0,0,0,0,0,0,0,1,3,2,461,57,8.1,16.61,8
